300391  13.5
603169	10
002722	25
300402	12
300401  26
300400  12.5
300441  20
603021  10.5
300678	26
300675	19
603223	23.5
603010	16
300416	22.5



#140801-150616
#150708-150812 26
#150918-151112 34
#151211-151224 10

#160129-160223 13
#160307-160415 29
#160519-160707 34
#160802-160818 13
#160927-161110 28

#170119-170327 43
#170814-170912 22
#171019-171114 19
#171221-180108 12


	
