600039	3.6	4.1	4.3	
000652	4.4	5.4	5.8	
600382	10	14	14.6	
600805	7.6	8.5	9.1	
600548	7.6	8.5	9	
600117	5	6.5	6.7	
600823	8.8	10.8	11.1	
600104	18	20.2	20.6	
600507	4.5	5.3	6	
000690	6.6	7.7	8	
002344	9.3	11	12	
601633	7.8	9.9	10	
603077	4.4	5.3	6.1	
601107	3.9	4.8	5.2	
600064	13	15.2	17.1	
000900	6.3	6.9	7.1	
002233	7.8	9.5	12.4	
600377	7.3	8	8.5	
600252	4.3	5	5.6	
600697	26	32	35	
